,0.625 MHz,1.25 MHz,1.875 MHz,2.5 MHz,3.125 MHz,3.75 MHz,4.375 MHz,5 MHz,5.625 MHz,6.25 MHz
384,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
385,-12544,-16128,15360,13824,-8448,5888,15616,5888,13312,12032
386,-16128,-3584,-9472,-6144,8448,3840,-7936,-12032,6144,12032
387,-13824,14080,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
388,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
389,4096,-6400,0,-16128,-8448,-13568,1536,15616,-15360,12032
390,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
391,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
392,13824,13824,9472,-3840,8448,-12288,10496,-13312,3328,12032
393,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
394,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
395,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
396,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
397,-13824,13824,-9472,-3840,-8448,-12288,-10496,-13312,-3328,12032
398,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
399,3840,-6400,0,-16128,-8448,-13568,1792,15616,-15360,12032
400,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
401,16128,-3584,9472,-6144,-8448,3840,7936,-12032,-6144,12032
402,13824,13824,9472,-3840,8448,-12288,10496,-13312,3328,12032
403,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
404,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
405,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
406,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
407,-13824,14080,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
408,-6144,12288,15360,12288,8448,15872,14336,3840,-11520,12032
409,3840,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
410,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
411,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
412,13824,13824,9472,-3840,8448,-12288,10496,-13312,3328,12032
413,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
414,-3840,-6400,0,-16128,8448,-13568,-1792,15616,15360,12032
415,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
416,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
417,-13824,13824,-9472,-3840,-8448,-12288,-10496,-13312,-3328,12032
418,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
419,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
420,12544,-16128,-15360,13824,8448,5888,-15616,5888,-13312,12032
421,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
422,13824,13824,9472,-3840,8448,-12288,10496,-13312,3328,12032
423,6144,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
424,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
425,-12544,-16128,15360,13568,-8448,5888,15360,5888,13312,12032
426,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
427,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
428,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
429,4096,-6400,0,-16128,-8448,-13568,1536,15616,-15360,12032
430,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
431,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
432,13568,13824,9472,-3840,8448,-12288,10496,-13312,3328,12032
433,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
434,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
435,-12544,-16128,15360,13824,-8448,5888,15616,5888,13312,12032
436,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
437,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
438,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
439,3840,-6400,0,-16128,-8448,-13568,1792,15616,-15360,12032
440,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
441,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
442,13568,14080,9472,-3840,8448,-12288,10496,-13312,3328,12032
443,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
444,-3840,-6400,0,-16128,8448,-13568,-1792,15616,15360,12032
445,-12544,-16128,15360,13824,-8448,5888,15616,5888,13312,12032
446,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
447,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
448,-5888,12032,15360,12288,8448,15872,14336,3840,-11520,12032
449,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
450,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
451,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
452,13568,13824,9472,-3840,8448,-12288,10496,-13312,3328,12032
453,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
454,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
455,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
456,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
457,-13824,13824,-9472,-3840,-8448,-12288,-10496,-13312,-3328,12032
458,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
459,3840,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
460,12544,-16128,-15360,13568,8448,5888,-15616,5888,-13312,12032
461,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
462,13824,13824,9472,-3840,8448,-12288,10496,-13312,3328,12032
463,6144,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
464,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
465,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
466,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
467,-13824,13824,-9472,-3840,-8448,-12288,-10496,-13312,-3328,12032
468,-6144,12032,15360,12288,8448,15872,14592,3840,-11520,12032
469,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
470,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
471,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
472,13824,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
473,6144,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
474,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
475,-12544,-16128,15360,13824,-8448,5888,15616,5888,13312,12032
476,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
477,-13824,13824,-9472,-3840,-8448,-12288,-10496,-13312,-3328,12032
478,-5888,12032,15360,12288,8448,15872,14336,3840,-11520,12032
479,3840,-6400,0,-16128,-8448,-13568,1792,15616,-15360,12032
480,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
481,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
482,13824,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
483,6144,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
484,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
485,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
486,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
487,-13824,13824,-9472,-3840,-8448,-12288,-10496,-13312,-3328,12032
488,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
489,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
490,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
491,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
492,13824,13824,9472,-3840,8448,-12288,10496,-13312,3328,12032
493,6144,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
494,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
495,-12544,-16128,15360,13568,-8448,5888,15616,5888,13312,12032
496,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
497,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
498,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
499,3840,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
500,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
501,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
502,13568,13824,9472,-3840,8448,-12288,10496,-13312,3328,12032
503,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
504,-3840,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
505,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
506,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
507,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
508,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
509,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
510,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
511,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
512,13568,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
513,6144,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
514,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
515,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
516,-16128,-3328,-9472,-6144,8448,4096,-7936,-12032,6144,12032
517,-13824,13824,-9472,-3840,-8448,-12288,-10496,-13312,-3328,12032
518,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
519,4096,-6400,0,-16128,-8448,-13568,1792,15616,-15360,12032
520,12544,-16128,-15360,13824,8448,5888,-15616,5888,-13312,12032
521,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
522,13824,13824,9472,-3840,8448,-12288,10496,-13312,3328,12032
523,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
524,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
525,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
526,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
527,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
528,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
529,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
530,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
531,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
532,13824,13824,9472,-3840,8448,-12288,10496,-13312,3328,12032
533,6144,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
534,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
535,-12544,-16128,15360,13824,-8448,5888,15616,5888,13312,12032
536,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
537,-13824,14080,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
538,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
539,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
540,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
541,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
542,13568,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
543,6144,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
544,-4096,-6400,0,-16128,8448,-13568,-1792,15616,15360,12032
545,-12544,-16128,15360,13824,-8448,5888,15616,5888,13312,12032
546,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
547,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
548,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
549,3840,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
550,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
551,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
552,13824,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
553,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
554,-3840,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
555,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
556,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
557,-13824,14080,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
558,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
559,3840,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
560,12544,-16128,-15360,13824,8448,5888,-15616,5888,-13312,12032
561,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12288
562,13824,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
563,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
564,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
565,-12544,-16128,15360,13824,-8448,5888,15616,5888,13312,12032
566,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
567,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
568,-5888,12032,15360,12288,8448,15872,14336,3840,-11520,12032
569,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
570,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
571,16128,-3584,9472,-6144,-8448,4096,7680,-12032,-6144,12032
572,13824,13824,9472,-3840,8448,-12288,10496,-13312,3328,12032
573,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
574,-4096,-6400,0,-16128,8448,-13568,-1792,15616,15360,12032
575,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
576,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
577,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
578,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
579,3840,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
580,12288,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12288
581,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6400,12032
582,13824,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
583,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
584,-3840,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
585,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
586,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
587,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
588,-5888,12032,15360,12288,8448,15872,14336,3840,-11520,12032
589,3840,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
590,12544,-16128,-15360,13824,8448,5888,-15616,5888,-13312,12032
591,16128,-3584,9472,-6144,-8448,4096,7680,-12032,-6144,12032
592,13824,13824,9472,-3840,8448,-12288,10496,-13312,3328,12032
593,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
594,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
595,-12544,-16128,15360,13568,-8448,5888,15616,5888,13312,12032
596,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
597,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
598,-5888,12032,15360,12288,8448,15872,14336,3840,-11520,12032
599,3840,-6400,0,-16128,-8448,-13568,1792,15616,-15360,12032
600,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
601,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6400,12032
602,13824,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
603,5888,12032,-15360,12288,-8448,15872,-14336,3584,11520,12032
604,-4096,-6400,0,-16128,8448,-13568,-1792,15616,15360,12032
605,-12544,-16128,15360,13824,-8448,5632,15616,5888,13312,12032
606,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
607,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
608,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
609,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
610,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
611,16128,-3584,9472,-6144,-8448,4096,7680,-12032,-6144,12032
612,13824,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
613,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
614,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
615,-12544,-16128,15360,13824,-8448,5888,15616,5888,13312,12032
616,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
617,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
618,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
619,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
620,12544,-16128,-15360,13824,8448,5888,-15616,5888,-13312,12032
621,16128,-3584,9472,-6144,-8448,4096,7680,-12032,-6144,12288
622,13824,13824,9472,-3840,8448,-12288,10752,-13312,3328,12288
623,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
624,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
625,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
626,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12288
627,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
628,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
629,3840,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
630,12544,-16128,-15360,13824,8448,5888,-15616,5888,-13312,12032
631,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
632,13824,14080,9472,-3840,8448,-12288,10752,-13312,3328,12032
633,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
634,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
635,-12544,-16128,15360,13824,-8448,5888,15616,5888,13312,12032
636,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
637,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
638,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
639,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
640,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
641,16128,-3584,9472,-6144,-8448,4096,7680,-12032,-6144,12032
642,13824,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
643,6144,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
644,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
645,-12544,-16128,15360,13824,-8448,5888,15616,5888,13312,12032
646,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
647,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
648,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
649,3840,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
650,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
651,16128,-3584,9472,-6144,-8448,4096,7680,-12032,-6400,12032
652,13568,14080,9472,-3840,8448,-12288,10752,-13312,3328,12288
653,6144,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
654,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
655,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
656,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
657,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
658,-6144,12032,15360,12288,8448,15872,14336,3584,-11520,12032
659,3840,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
660,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
661,16128,-3584,9472,-6144,-8448,4096,7680,-12032,-6400,12032
662,13824,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
663,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
664,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
665,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
666,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12288
667,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
668,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
669,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12288
670,12544,-16128,-15360,13824,8448,5888,-15360,5888,-13312,12032
671,16128,-3584,9472,-6144,-8448,4096,7680,-12032,-6144,12032
672,13824,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
673,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
674,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
675,-12544,-16128,15360,13824,-8448,5888,15616,5888,13312,12032
676,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
677,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12288
678,-6144,12032,15360,12288,8448,15872,14336,3584,-11520,12032
679,3840,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
680,12544,-16128,-15360,13824,8448,5888,-15616,5888,-13312,12032
681,16128,-3584,9472,-6144,-8448,4096,7680,-12032,-6400,12032
682,13824,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
683,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12288
684,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
685,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12288
686,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
687,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
688,-6144,12032,15360,12288,8448,15872,14336,3840,-11520,12032
689,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
690,12544,-16128,-15360,13824,8448,5888,-15616,5888,-13312,12032
691,16128,-3584,9472,-6144,-8448,4096,7680,-12032,-6400,12032
692,13824,13824,9472,-3584,8448,-12288,10752,-13312,3328,12032
693,5888,12032,-15360,12288,-8448,15872,-14336,3584,11520,12032
694,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
695,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
696,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
697,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12288
698,-5888,12032,15360,12288,8448,15872,14336,3584,-11520,12032
699,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
700,12544,-16128,-15360,13824,8448,5632,-15616,5888,-13312,12032
701,16128,-3584,9472,-6144,-8448,4096,7936,-12032,-6144,12032
702,13824,13824,9472,-3840,8448,-12288,10752,-13312,3328,12032
703,5888,12032,-15360,12288,-8448,15872,-14336,3840,11520,12032
704,-4096,-6400,0,-16128,8448,-13312,-1792,15616,15360,12032
705,-12544,-16128,15360,13824,-8448,5888,15360,5888,13312,12032
706,-16128,-3584,-9472,-6144,8448,4096,-7936,-12032,6144,12032
707,-13824,13824,-9472,-3840,-8448,-12288,-10752,-13312,-3328,12032
708,-5888,12032,15360,12288,8448,15872,14336,3840,-11520,12032
709,4096,-6400,0,-16128,-8448,-13312,1792,15616,-15360,12032
